id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes,cat_id
HBUSAPPWNSAOK,2020-12-05,2020-12-05,High-Propensity Business Applications for Oklahoma,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:50-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAOKYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Oklahoma,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:36-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAOR,2020-12-05,2020-12-05,High-Propensity Business Applications for Oregon,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:49-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAORYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Oregon,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:36-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAPA,2020-12-05,2020-12-05,High-Propensity Business Applications for Pennsylvania,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:49-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAPAYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Pennsylvania,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:35-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSARI,2020-12-05,2020-12-05,High-Propensity Business Applications for Rhode Island,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:49-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSARIYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Rhode Island,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:35-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAS,2020-12-05,2020-12-05,High-Propensity Business Applications for South Census Region,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:49-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSASC,2020-12-05,2020-12-05,High-Propensity Business Applications for South Carolina,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:49-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSASCYY,2020-12-05,2020-12-05,High-Propensity Business Applications for South Carolina,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:35-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSASD,2020-12-05,2020-12-05,High-Propensity Business Applications for South Dakota,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:49-06,2,2,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSASDYY,2020-12-05,2020-12-05,High-Propensity Business Applications for South Dakota,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:34-06,0,2,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSASYY,2020-12-05,2020-12-05,High-Propensity Business Applications for South Census Region,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:49-06,0,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSATN,2020-12-05,2020-12-05,High-Propensity Business Applications for Tennessee,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:48-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSATNYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Tennessee,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:33-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSATX,2020-12-05,2020-12-05,High-Propensity Business Applications for Texas,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:48-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSATXYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Texas,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:33-06,1,1,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAUS,2020-12-05,2020-12-05,High-Propensity Business Applications for the United States,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:48-06,22,40,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAUSYY,2020-12-05,2020-12-05,High-Propensity Business Applications for the United States,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:02:48-06,7,40,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAUT,2020-12-05,2020-12-05,High-Propensity Business Applications for Utah,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:48-06,4,4,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAUTYY,2020-12-05,2020-12-05,High-Propensity Business Applications for Utah,2007-01-06,2020-11-28,"Weekly, Ending Saturday",W,Percent Change from Year Ago,% Chg. from Yr. Ago,Not Seasonally Adjusted,NSA,2020-12-03 11:01:32-06,1,4,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
HBUSAPPWNSAVA,2020-12-05,2020-12-05,High-Propensity Business Applications for Virginia,2006-01-07,2020-11-28,"Weekly, Ending Saturday",W,Number,Number,Not Seasonally Adjusted,NSA,2020-12-03 11:02:48-06,2,2,"High-Propensity Business Applications (HBA): A subset of Business Applications (BA) that contains all applications with a high-propensity of turning into a business with a payroll, based on various factors.

See ""About the Data"" (https://www.census.gov/econ/bfs/about_the_data.html) for more details.",1-Production & Business Activity
